data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-11-15 20:13:35.566571;459;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Thomas Hickox;masculino;boleto
2025-11-16 11:22:34.374907;460;Recife;Carlos Silva;PlayStation 5;Charles Inda;masculino;dinheiro
2025-11-16 11:29:35.406881;461;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Ryan Deere;masculino;cartão de crédito
2025-11-16 11:33:35.817932;462;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Richard Sanchez;masculino;boleto
2025-11-16 12:13:34.238307;463;Natal;Clara Neves;Geladeira Eletrolux;Keith Robinson;masculino;cartão de crédito
2025-11-16 12:41:35.901183;464;Salvador;Carla Montenegro;PlayStation 5;Vernon Malpass;masculino;boleto
2025-11-16 12:45:34.426967;465;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Alanna Warner;feminino;cartão de crédito
2025-11-16 16:19:33.482649;466;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Luis Woods;masculino;pix
2025-11-16 16:25:33.131752;467;Natal;João Pedro;SmartTV OLED 4k TCL;Katrina Mcconnell;feminino;dinheiro
2025-11-16 17:32:34.995190;468;Salvador;Carla Montenegro;Smartwatch QCY;Kenneth Vargas;masculino;cartão de crédito
2025-11-16 18:16:32.613585;469;Recife;Carlos Silva;Smartphone Samsung Galaxy;Millie Gonzales;feminino;dinheiro
2025-11-17 10:00:35.676186;470;São Paulo;Floriana Peixoto;PlayStation 5;Pauline Freeman;feminino;boleto
2025-11-17 11:06:35.818014;471;Natal;João Pedro;Smartphone Samsung Galaxy;Jennifer Richmond;feminino;dinheiro
2025-11-17 12:53:33.772836;472;Fortaleza;Ana Oliveira;PlayStation 5;Ernest Fowler;masculino;boleto
2025-11-17 13:30:36.023952;473;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Deborah Maxie;feminino;dinheiro
2025-11-17 14:10:34.992482;474;Recife;Carlos Silva;Smartwatch QCY;Marcus Sanchez;masculino;dinheiro
2025-11-17 18:04:32.878719;475;Salvador;Carla Montenegro;PlayStation 5;Evelyn Ziegler;feminino;pix
2025-11-18 12:01:34.174572;476;Natal;Clara Neves;SmartTV OLED 4k TCL;Francisco Daniels;masculino;pix
2025-11-18 13:35:35.832421;477;Natal;João Pedro;PlayStation 5;Lawrence Vidrine;masculino;dinheiro
2025-11-18 13:53:35.139714;478;Salvador;Carla Montenegro;PlayStation 5;Julia Becker;feminino;cartão de crédito
2025-11-18 15:40:34.974758;479;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Julie Sorensen;feminino;boleto
2025-11-18 16:26:34.978476;480;São Paulo;Floriana Peixoto;Smartwatch QCY;Robert Mccullough;masculino;pix
2025-11-18 17:24:36.412866;481;Salvador;Francisco José;SmartTV OLED 4k TCL;Joe Daniels;masculino;cartão de crédito
2025-11-18 20:01:34.183595;482;São Paulo;Floriana Peixoto;Smartwatch QCY;Amy Gaulke;feminino;pix
2025-11-19 11:08:35.799212;483;Salvador;Francisco José;PlayStation 5;David Choice;masculino;cartão de crédito
2025-11-19 16:57:32.741165;484;Natal;Clara Neves;PlayStation 5;Norbert Mifflin;masculino;dinheiro
2025-11-19 17:53:32.716768;485;Natal;Clara Neves;Smartphone Samsung Galaxy;Easter Mckenzie;feminino;pix
2025-11-19 17:55:35.700346;486;Recife;Carlos Silva;Smartphone Samsung Galaxy;Timothy Gold;masculino;dinheiro
2025-11-19 18:44:35.295940;487;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Rebecca Boyles;feminino;boleto
2025-11-20 10:02:34.679210;488;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Wesley Brackett;masculino;pix
2025-11-20 12:41:35.864270;489;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Michael Sanchez;masculino;dinheiro
2025-11-20 18:04:36.209387;490;São Paulo;Maurício Peçanha;PlayStation 5;Jerry Perez;masculino;boleto
2025-11-21 14:49:34.250510;491;São Paulo;Floriana Peixoto;Smartwatch QCY;Phyllis Alnutt;feminino;pix
2025-11-21 14:58:32.787886;492;Natal;Clara Neves;Smartphone Samsung Galaxy;Joseph Panahon;masculino;dinheiro
2025-11-21 16:22:33.891375;493;Recife;Carlos Silva;Smartphone Samsung Galaxy;Lester Calhoon;masculino;cartão de crédito
2025-11-21 16:57:34.030364;494;Fortaleza;Ana Oliveira;Smartwatch QCY;Esther Champlin;feminino;cartão de crédito
2025-11-22 10:19:33.385483;495;Salvador;Carla Montenegro;PlayStation 5;Charles Rodriquez;masculino;cartão de crédito
2025-11-22 11:54:36.299760;496;Natal;João Pedro;PlayStation 5;Lamar Weissman;masculino;boleto
2025-11-22 12:53:35.905792;497;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Eleanore Fischer;feminino;boleto
2025-11-22 15:42:32.211658;498;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Richard Jackson;masculino;cartão de crédito
2025-11-22 16:33:33.486582;499;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Eugene Wilson;masculino;cartão de crédito
2025-11-22 20:36:34.550210;500;São Paulo;Floriana Peixoto;PlayStation 5;Jay Freetage;masculino;dinheiro
2025-11-23 17:28:32.134524;501;Recife;Fernanda Costa;Smartwatch QCY;Jerry Anderson;masculino;cartão de crédito
2025-11-23 18:17:34.981620;502;Recife;Fernanda Costa;PlayStation 5;Patricia Smith;feminino;pix
2025-11-23 18:25:33.628681;503;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;David Gregory;masculino;dinheiro
2025-11-23 19:16:35.415922;504;Salvador;Francisco José;Smartwatch QCY;Gregoria Russell;feminino;dinheiro
2025-11-24 13:24:34.828886;505;Natal;João Pedro;Geladeira Eletrolux;David Lansing;masculino;dinheiro
2025-11-24 16:17:33.343650;506;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Jeffrey Boller;masculino;dinheiro
2025-11-24 16:18:34.680402;507;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Brian Berumen;masculino;cartão de crédito
2025-11-24 19:53:35.608228;508;São Paulo;Floriana Peixoto;Smartphone Samsung Galaxy;Douglas Page;masculino;cartão de crédito
2025-11-24 20:24:32.998810;509;São Paulo;Maurício Peçanha;Smartwatch QCY;Angela Bennett;feminino;boleto
2025-11-25 11:53:35.306229;510;Recife;Fernanda Costa;Smartwatch QCY;Phillip Thornton;masculino;pix
2025-11-25 12:44:34.450287;511;Fortaleza;Matheus Pereira;PlayStation 5;Gonzalo Parsons;masculino;dinheiro
2025-11-25 19:38:35.628483;512;Natal;Clara Neves;SmartTV OLED 4k TCL;Brittany Warren;feminino;boleto
2025-11-26 12:06:32.688807;513;Fortaleza;Ana Oliveira;Smartwatch QCY;Mary Miller;feminino;dinheiro
2025-11-26 14:58:33.358872;514;São Paulo;Maurício Peçanha;Smartwatch QCY;Hilda Koenen;feminino;pix
2025-11-26 16:49:35.707732;515;Salvador;Francisco José;SmartTV OLED 4k TCL;Charles Easley;masculino;dinheiro
2025-11-26 18:41:35.684033;516;Natal;João Pedro;SmartTV OLED 4k TCL;Kaitlin Downing;feminino;boleto
2025-11-27 10:46:35.325023;517;Natal;Clara Neves;Smartwatch QCY;Christina Maroon;feminino;cartão de crédito
2025-11-27 11:20:36.250030;518;Fortaleza;Ana Oliveira;PlayStation 5;Noel Woodfin;masculino;dinheiro
2025-11-27 12:05:32.311258;519;Salvador;Carla Montenegro;Geladeira Eletrolux;Joan Fuller;feminino;dinheiro
2025-11-27 14:09:36.095621;520;Natal;João Pedro;Smartphone Samsung Galaxy;Kenneth Biscoe;masculino;cartão de crédito
2025-11-27 14:54:33.482839;521;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Elsie Mimms;feminino;dinheiro
2025-11-27 19:14:35.173855;522;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Kelly Tran;feminino;pix
2025-11-28 09:45:35.342937;523;Salvador;Francisco José;Smartphone Samsung Galaxy;Judith Delapp;feminino;dinheiro
2025-11-28 10:47:35.133884;524;Natal;Clara Neves;Smartwatch QCY;Aubrey Haskell;feminino;boleto
2025-11-28 13:17:33.961749;525;Salvador;Francisco José;Smartwatch QCY;Nathan Martinez;masculino;pix
2025-11-28 18:09:32.860122;526;Fortaleza;Matheus Pereira;PlayStation 5;Eddie Baptiste;masculino;cartão de crédito
2025-11-28 19:19:33.216074;527;Recife;Carlos Silva;Smartwatch QCY;Charlie Hernandez;masculino;boleto
2025-11-28 20:31:34.578813;528;Salvador;Francisco José;Smartwatch QCY;Ada Corso;feminino;pix
2025-11-28 20:36:35.864360;529;Natal;Clara Neves;SmartTV OLED 4k TCL;Jackie Leischner;feminino;pix
2025-11-29 10:20:34.943712;530;Recife;Carlos Silva;Smartphone Samsung Galaxy;Ted Lawson;masculino;dinheiro
2025-11-29 10:38:32.442003;531;Recife;Carlos Silva;SmartTV OLED 4k TCL;Shannon Sprague;feminino;boleto
2025-11-29 12:47:34.974565;532;São Paulo;Floriana Peixoto;PlayStation 5;Michael Mcguire;masculino;cartão de crédito
2025-11-29 13:13:36.474405;533;Recife;Carlos Silva;PlayStation 5;Marcus Gochal;masculino;cartão de crédito
2025-11-29 13:53:32.624272;534;Recife;Fernanda Costa;PlayStation 5;Oliver Rogers;masculino;cartão de crédito
2025-11-29 20:31:35.648372;535;Salvador;Carla Montenegro;Geladeira Eletrolux;Scott Smith;masculino;boleto
2025-11-30 12:05:36.084468;536;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Elisabeth Browning;feminino;pix
2025-11-30 14:09:32.928255;537;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Royce Davisson;masculino;boleto
2025-11-30 14:34:32.462952;538;Recife;Carlos Silva;Smartwatch QCY;Paul Congleton;masculino;dinheiro
2025-11-30 19:32:33.285279;539;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Betty Turner;feminino;boleto
2025-11-30 19:40:35.033530;540;Fortaleza;Matheus Pereira;PlayStation 5;Patrick Andren;masculino;cartão de crédito
2025-11-30 20:07:36.061962;541;Natal;João Pedro;Smartphone Samsung Galaxy;Lorita Young;feminino;pix
2025-11-30 20:25:34.270254;542;Natal;João Pedro;Smartphone Samsung Galaxy;Conrad Prince;masculino;cartão de crédito
2025-12-01 10:38:33.570193;543;Natal;João Pedro;SmartTV OLED 4k TCL;Sherry Schleusner;feminino;cartão de crédito
2025-12-01 12:02:34.665807;544;Fortaleza;Matheus Pereira;Smartwatch QCY;Edwin Osborn;masculino;cartão de crédito
2025-12-01 12:28:32.658084;545;Fortaleza;Matheus Pereira;PlayStation 5;Carrie Garza;feminino;dinheiro
2025-12-01 15:43:32.251484;546;Fortaleza;Matheus Pereira;Smartwatch QCY;Sharon Ferree;feminino;dinheiro
2025-12-01 16:30:33.277988;547;Natal;João Pedro;PlayStation 5;Carl Hall;masculino;pix
2025-12-01 17:23:32.238341;548;Natal;Clara Neves;Geladeira Eletrolux;Shanna Rodriguez;feminino;cartão de crédito
2025-12-01 17:50:35.313045;549;Natal;João Pedro;Smartwatch QCY;Andrea Juarez;feminino;dinheiro
2025-12-01 18:42:34.701742;550;Fortaleza;Ana Oliveira;PlayStation 5;Maribel Thompson;feminino;dinheiro
2025-12-01 20:26:33.721929;551;Recife;Carlos Silva;PlayStation 5;Sharon Byrd;feminino;dinheiro
2025-12-01 20:41:35.578845;552;Fortaleza;Matheus Pereira;Smartwatch QCY;David Kelly;masculino;pix
2025-12-02 10:41:34.953977;553;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Amy Trevethan;feminino;pix
2025-12-02 10:55:33.536344;554;Recife;Fernanda Costa;Smartwatch QCY;Michael Spadaro;masculino;cartão de crédito
2025-12-02 15:03:33.722728;555;Natal;João Pedro;Smartphone Samsung Galaxy;Peter Cooley;masculino;boleto
2025-12-02 15:21:33.666987;556;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Jason Scribner;masculino;boleto
2025-12-02 18:38:36.435095;557;Fortaleza;Ana Oliveira;Smartwatch QCY;David Saine;masculino;dinheiro
2025-12-03 14:57:32.316803;558;Natal;Clara Neves;Smartphone Samsung Galaxy;Marie Hernandez;feminino;cartão de crédito
2025-12-03 15:56:34.797285;559;Recife;Fernanda Costa;Smartwatch QCY;Henry White;masculino;pix
2025-12-03 17:05:36.218551;560;Recife;Carlos Silva;Geladeira Eletrolux;Karen Creagh;feminino;dinheiro
2025-12-03 17:12:32.279867;561;Salvador;Francisco José;Geladeira Eletrolux;Edward Prosser;masculino;cartão de crédito
2025-12-03 19:29:33.668555;562;São Paulo;Floriana Peixoto;PlayStation 5;Janet Wiley;feminino;dinheiro
2025-12-04 10:56:35.334509;563;Fortaleza;Ana Oliveira;Smartwatch QCY;Rafael Purnell;masculino;cartão de crédito
2025-12-04 12:54:35.512415;564;Salvador;Francisco José;PlayStation 5;Amy Hamill;feminino;boleto
2025-12-04 14:30:33.006292;565;Natal;João Pedro;Geladeira Eletrolux;David Powell;masculino;dinheiro
2025-12-04 15:25:33.383385;566;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Edith Easterling;feminino;dinheiro
2025-12-04 19:07:32.313954;567;Recife;Carlos Silva;PlayStation 5;Lisa Guzman;feminino;pix
2025-12-05 13:12:34.535569;568;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Helen Griffin;feminino;cartão de crédito
2025-12-05 13:15:33.710408;569;Recife;Fernanda Costa;Geladeira Eletrolux;Margaret Stokes;feminino;cartão de crédito
2025-12-05 20:00:35.014375;570;Salvador;Carla Montenegro;Geladeira Eletrolux;James Stephenson;masculino;pix
2025-12-06 09:58:35.551029;571;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Alphonso Smith;masculino;cartão de crédito
2025-12-06 11:19:33.575770;572;Salvador;Francisco José;Geladeira Eletrolux;William Medrano;masculino;boleto
2025-12-06 13:58:36.281771;573;São Paulo;Floriana Peixoto;Smartwatch QCY;Camille Thomas;feminino;pix
2025-12-06 17:17:33.508256;574;Recife;Carlos Silva;Smartwatch QCY;Ashly Burgess;feminino;pix
2025-12-06 18:04:36.322116;575;São Paulo;Floriana Peixoto;PlayStation 5;Melissa Bradley;feminino;cartão de crédito
2025-12-07 13:46:34.773605;576;Salvador;Francisco José;SmartTV OLED 4k TCL;Keith Hurt;masculino;cartão de crédito
2025-12-07 14:20:33.000511;577;Natal;Clara Neves;SmartTV OLED 4k TCL;Kyle Bilski;masculino;cartão de crédito
2025-12-07 19:11:34.297912;578;Salvador;Francisco José;Smartphone Samsung Galaxy;Heather Dame;feminino;cartão de crédito
2025-12-08 11:19:34.139955;579;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Allen Christopher;masculino;pix
2025-12-08 15:05:36.022942;580;Fortaleza;Ana Oliveira;PlayStation 5;Geraldine Mcmillen;feminino;cartão de crédito
2025-12-08 19:58:34.276575;581;Recife;Carlos Silva;Smartphone Samsung Galaxy;Elizabeth Pina;feminino;boleto
2025-12-08 20:31:32.561261;582;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Elisa Siefert;feminino;pix
2025-12-09 10:35:35.466186;583;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Jennifer Henke;feminino;cartão de crédito
2025-12-09 14:10:35.017318;584;Recife;Carlos Silva;PlayStation 5;Jennifer Nadeau;feminino;boleto
2025-12-09 16:52:34.340203;585;Recife;Carlos Silva;Smartwatch QCY;Brandon May;masculino;dinheiro
2025-12-10 10:10:32.692323;586;Salvador;Francisco José;Geladeira Eletrolux;Charles Giannini;masculino;cartão de crédito
2025-12-10 10:37:32.382821;587;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;James Hubbell;masculino;dinheiro
2025-12-10 13:53:32.691346;588;Salvador;Francisco José;SmartTV OLED 4k TCL;Lee Hacker;masculino;cartão de crédito
2025-12-10 15:06:33.437402;589;Recife;Fernanda Costa;PlayStation 5;Ashley Grimes;feminino;boleto
2025-12-10 15:46:34.941778;590;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Alisa Little;feminino;cartão de crédito
2025-12-10 17:34:33.564149;591;Natal;João Pedro;Geladeira Eletrolux;Maureen Olsen;feminino;dinheiro
2025-12-10 20:37:34.668230;592;Salvador;Francisco José;Smartphone Samsung Galaxy;Grace Martin;feminino;cartão de crédito
2025-12-11 11:31:32.475502;593;Recife;Carlos Silva;PlayStation 5;Gerald Gan;masculino;dinheiro
2025-12-11 12:03:36.443944;594;São Paulo;Floriana Peixoto;PlayStation 5;Jeff Woods;masculino;pix
2025-12-11 14:30:35.296744;595;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Judith Schupbach;feminino;pix
2025-12-11 15:06:32.745976;596;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Erline Larson;feminino;dinheiro
2025-12-11 18:20:32.938936;597;Natal;João Pedro;SmartTV OLED 4k TCL;Robert Danger;masculino;pix
2025-12-11 18:33:36.154535;598;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Catherine Brooks;feminino;dinheiro
2025-12-11 19:09:35.774522;599;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Todd Webb;masculino;boleto
2025-12-11 20:02:32.986026;600;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Terry Mannino;masculino;cartão de crédito
2025-12-12 11:23:33.871474;601;Natal;João Pedro;Geladeira Eletrolux;Charles Ingram;masculino;cartão de crédito
2025-12-12 13:45:35.091281;602;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Christine Alexander;feminino;pix
2025-12-12 14:14:32.363597;603;São Paulo;Maurício Peçanha;Smartwatch QCY;Diane Mcgee;feminino;pix
2025-12-12 14:37:32.161396;604;Salvador;Francisco José;Smartwatch QCY;Gus Hurst;masculino;dinheiro
2025-12-12 15:14:32.592354;605;Natal;João Pedro;PlayStation 5;Joann Aguino;feminino;pix
2025-12-12 16:03:33.033632;606;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Susan Lewis;feminino;boleto
2025-12-12 18:53:33.129069;607;Natal;João Pedro;Smartwatch QCY;John Rojas;masculino;dinheiro
2025-12-13 10:56:36.176908;608;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Robert Keenan;masculino;boleto
2025-12-13 10:59:32.988098;609;Recife;Carlos Silva;Geladeira Eletrolux;Matthew Bailey;masculino;boleto
2025-12-13 14:07:35.585000;610;Recife;Carlos Silva;PlayStation 5;Mark Wittkop;masculino;boleto
2025-12-13 18:01:33.378225;611;São Paulo;Maurício Peçanha;Smartwatch QCY;Stephanie Kriegel;feminino;cartão de crédito
2025-12-13 18:31:33.257085;612;Fortaleza;Matheus Pereira;PlayStation 5;Donna Clyde;feminino;boleto
2025-12-13 18:31:36.189457;613;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;David Richardson;masculino;dinheiro
2025-12-14 14:15:33.620679;614;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Karl Parker;masculino;pix
2025-12-14 17:00:34.800927;615;Recife;Fernanda Costa;Geladeira Eletrolux;Leon Shimizu;masculino;boleto
2025-12-14 17:06:32.357877;616;São Paulo;Maurício Peçanha;Smartwatch QCY;Joann Borden;feminino;pix
2025-12-14 18:09:32.617999;617;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Julie Horvath;feminino;cartão de crédito
2025-12-14 19:13:34.535178;618;Salvador;Carla Montenegro;PlayStation 5;William Pitts;masculino;pix
2025-12-14 20:06:33.318145;619;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Katrina Garrity;feminino;cartão de crédito
2025-12-15 09:47:34.535465;620;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Crystal Martin;feminino;pix
2025-12-15 11:10:32.285658;621;Recife;Carlos Silva;SmartTV OLED 4k TCL;Toni Jean;feminino;boleto
2025-12-15 12:19:35.848836;622;Fortaleza;Matheus Pereira;PlayStation 5;Sherrill Willis;feminino;cartão de crédito
2025-12-15 12:28:35.744143;623;Recife;Fernanda Costa;PlayStation 5;Cathy Bryant;feminino;boleto
2025-12-15 18:30:34.183251;624;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Mabel Brown;feminino;boleto
2025-12-15 19:58:35.063381;625;São Paulo;Floriana Peixoto;PlayStation 5;Latonia Mortimer;feminino;pix
2025-12-16 10:04:35.992245;626;Recife;Carlos Silva;SmartTV OLED 4k TCL;James Toher;masculino;boleto
2025-12-16 10:20:35.712342;627;Recife;Fernanda Costa;Smartwatch QCY;Douglas Flatley;masculino;dinheiro
2025-12-16 11:03:35.888429;628;Salvador;Francisco José;Smartphone Samsung Galaxy;Jeanne Gorsuch;feminino;dinheiro
2025-12-16 11:46:36.239039;629;Salvador;Francisco José;Smartwatch QCY;Mary Lard;feminino;dinheiro
2025-12-16 12:01:34.126741;630;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Francis Wade;masculino;pix
2025-12-16 13:30:34.584561;631;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Brandon Stevenson;masculino;dinheiro
2025-12-16 15:16:32.617851;632;Salvador;Francisco José;Smartphone Samsung Galaxy;Marilyn Miller;feminino;pix
2025-12-16 15:55:35.362624;633;Fortaleza;Matheus Pereira;Smartwatch QCY;David Leclair;masculino;dinheiro
2025-12-16 20:38:35.805822;634;Recife;Carlos Silva;Smartphone Samsung Galaxy;Gary Graven;masculino;dinheiro
2025-12-17 11:15:34.934901;635;Natal;Clara Neves;PlayStation 5;Martin Washington;masculino;pix
2025-12-17 11:23:32.385571;636;Fortaleza;Matheus Pereira;Smartwatch QCY;Otis Ray;masculino;boleto
2025-12-17 11:24:33.123597;637;Salvador;Francisco José;Smartphone Samsung Galaxy;Loretta Farah;feminino;dinheiro
2025-12-17 18:20:33.331926;638;Salvador;Carla Montenegro;Smartwatch QCY;Steven Rubio;masculino;dinheiro
2025-12-18 13:14:35.846280;639;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;James Suzuki;masculino;boleto
2025-12-18 14:35:36.247778;640;Natal;João Pedro;Smartwatch QCY;Darrell Martini;masculino;cartão de crédito
2025-12-18 17:02:33.959306;641;Recife;Carlos Silva;Geladeira Eletrolux;Karey Fonseca;feminino;pix
2025-12-18 18:12:35.642025;642;Natal;Clara Neves;Smartphone Samsung Galaxy;Maria Fitzpatrick;feminino;pix
2025-12-18 18:39:33.357852;643;Recife;Fernanda Costa;Geladeira Eletrolux;Katie Kelly;feminino;boleto
2025-12-19 10:39:34.988868;644;Salvador;Carla Montenegro;PlayStation 5;Soon Jorge;feminino;cartão de crédito
2025-12-19 12:12:34.670419;645;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Vanessa Clark;feminino;pix
2025-12-19 14:01:35.945353;646;Fortaleza;Matheus Pereira;Smartwatch QCY;Colleen Torres;feminino;dinheiro
2025-12-19 14:55:32.879552;647;Natal;Clara Neves;PlayStation 5;Faye Morrison;feminino;cartão de crédito
2025-12-19 20:28:33.131028;648;Natal;Clara Neves;Smartwatch QCY;Kenneth Goetz;masculino;cartão de crédito
2025-12-20 12:30:35.701658;649;São Paulo;Floriana Peixoto;Smartwatch QCY;Ramon Orr;masculino;dinheiro
2025-12-20 14:33:33.065509;650;Natal;João Pedro;Smartwatch QCY;Susanna Owens;feminino;cartão de crédito
2025-12-20 16:02:32.255529;651;São Paulo;Maurício Peçanha;Smartwatch QCY;Dean Gillis;masculino;boleto
2025-12-20 16:46:36.043978;652;São Paulo;Floriana Peixoto;Smartphone Samsung Galaxy;William Galeano;masculino;pix
2025-12-21 11:05:32.237277;653;Salvador;Carla Montenegro;Smartwatch QCY;Amy Starnes;feminino;cartão de crédito
2025-12-21 11:50:33.601628;654;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Reinaldo Moreland;masculino;dinheiro
2025-12-21 12:01:34.833848;655;Recife;Fernanda Costa;Smartwatch QCY;Simone Staplins;feminino;dinheiro
2025-12-21 13:12:34.642664;656;Fortaleza;Ana Oliveira;Smartwatch QCY;Frank Locke;masculino;cartão de crédito
2025-12-21 13:23:32.544021;657;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Stella Jones;feminino;pix
2025-12-21 16:11:33.486348;658;Recife;Fernanda Costa;PlayStation 5;Mark Campbell;masculino;boleto
2025-12-21 17:09:34.675689;659;Salvador;Francisco José;Smartphone Samsung Galaxy;Bessie Sparks;feminino;dinheiro
2025-12-21 18:08:32.818022;660;São Paulo;Maurício Peçanha;Smartwatch QCY;Dennis Malcolm;masculino;boleto
2025-12-21 18:24:32.999110;661;São Paulo;Floriana Peixoto;Geladeira Eletrolux;David Milam;masculino;boleto
2025-12-21 19:22:32.174751;662;São Paulo;Floriana Peixoto;PlayStation 5;Donna Tudor;feminino;dinheiro
2025-12-21 19:34:32.557834;663;Salvador;Carla Montenegro;Geladeira Eletrolux;John Franzen;masculino;boleto
2025-12-22 12:44:34.690230;664;Fortaleza;Ana Oliveira;Smartwatch QCY;Leroy Garcia;masculino;cartão de crédito
2025-12-22 18:56:32.615456;665;Salvador;Carla Montenegro;Geladeira Eletrolux;Edward Bostic;masculino;pix
2025-12-22 20:29:35.971363;666;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Georgina Guieb;feminino;pix
2025-12-23 13:05:35.202259;667;Natal;Clara Neves;Smartphone Samsung Galaxy;Rigoberto Smith;masculino;cartão de crédito
2025-12-23 14:05:35.607986;668;São Paulo;Floriana Peixoto;PlayStation 5;Andrew Gallegos;masculino;dinheiro
2025-12-23 14:45:34.701977;669;Natal;João Pedro;Geladeira Eletrolux;Steven Pies;masculino;dinheiro
2025-12-23 15:09:36.122959;670;São Paulo;Maurício Peçanha;Smartwatch QCY;Bobbie Serrell;feminino;cartão de crédito
2025-12-23 17:29:35.540975;671;São Paulo;Maurício Peçanha;Smartwatch QCY;Delores Houle;feminino;boleto
2025-12-23 17:43:33.937290;672;Salvador;Carla Montenegro;Geladeira Eletrolux;Sharon Scarlato;feminino;dinheiro
2025-12-24 11:17:33.862413;673;Natal;Clara Neves;Smartphone Samsung Galaxy;Ciera Barela;feminino;pix
2025-12-24 12:21:32.365770;674;Salvador;Carla Montenegro;Geladeira Eletrolux;George Silva;masculino;cartão de crédito
2025-12-24 17:46:32.747065;675;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Ashley Hamburger;feminino;pix
2025-12-25 18:04:34.643037;676;Recife;Carlos Silva;Smartwatch QCY;Mark Houis;masculino;pix
2025-12-25 18:08:35.843848;677;Recife;Fernanda Costa;PlayStation 5;Paul Lollis;masculino;cartão de crédito
2025-12-25 19:11:33.085679;678;São Paulo;Maurício Peçanha;Geladeira Eletrolux;John Evers;masculino;boleto
2025-12-26 10:37:36.189144;679;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Ronnie Buck;masculino;dinheiro
2025-12-26 11:04:32.526283;680;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Timothy Kirby;masculino;boleto
2025-12-26 11:52:33.915159;681;Natal;João Pedro;SmartTV OLED 4k TCL;Carolyn Freeman;feminino;cartão de crédito
2025-12-26 13:41:36.094009;682;Salvador;Carla Montenegro;PlayStation 5;Heather Magill;feminino;cartão de crédito
2025-12-26 18:20:36.395625;683;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Nancy Thomas;feminino;dinheiro
2025-12-27 10:12:32.752208;684;São Paulo;Floriana Peixoto;Smartphone Samsung Galaxy;Tracy Cooper;feminino;cartão de crédito
2025-12-27 10:59:34.692703;685;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Tami Klinger;feminino;cartão de crédito
2025-12-27 14:49:36.202049;686;Natal;Clara Neves;SmartTV OLED 4k TCL;Jeffery Bair;masculino;dinheiro
